,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Google Translator,Easwaran - Google,Gandhi - Google,Purohit - Google
91,7,20," Without concentration, O Mighty Man, renunciation is difficult. But the sage who is always meditating on the Divine, before long shall attain the Absolute. ",A person who is engaged in yogī and who is self-controlled and self-controlled is not tainted by the Supreme Personality of Godhead.  ,"  Arjuna, I am the taste of pure water and the radiance of the sun and moon. I am the sacred word and the sound heard in air, and the courage of human beings. ","  In water I am the savour, O Arjuna; in the sun and the moon I am the light;  the syllable AUM in all the Vedas; the sound in ether, and manliness in men.   ",0.38255385,0.33668396,0.79563135
92,7,21," He who is spiritual, who is pure, who has overcome his senses and his personal self, who has realised his highest Self as the Self of all, such a one, even though he acts, is not bound by his acts. ","A person who knows the truth should think that he is not doing anything, looking at the truth, seeing, touching, smelling, breathing, sleeping, breathing, breathing.", I am the sweet fragrance in the earth and the radiance of fire; I am the life in every creature and the striving of the spiritual aspirant. ,  I am the sweet fragrance in earth; the brilliance in fire; the life in all beings;  and the austerity in ascetics.   ,0.36948308,0.35814774,0.90872014
93,7,22," Though the saint sees, hears, touches, smells, eats, moves, sleeps and breathes, yet he knows the Truth, and he knows that it is not he who acts. ","They were talking about the senses, and they were lying in the senses, and they were engaged in the sense objects of the senses.","  My eternal seed, Arjuna, is to be found in every creature. I am the power of discrimination in those who are intelligent, and the glory   of the noble. ","  Know Me, O Arjuna, to be the primeval seed of all beings; I am the reason of  rational beings and the splendour of the splendid.   ",0.33953002,0.28274947,0.79233503
94,7,23," Though he talks, though he gives and receives, though he opens his eyes and shuts them, he still knows that his senses are merely disporting themselves among the objects of perception. ",A person who performs his duties by stealing his activities and performs his duties by realizing his activities is not stained by a sinful water of a lotus flower. .," In those who are strong, I am strength, free from passion and selfish attachment. I am desire itself, if that desire is in harmony with the purpose of life. ","  Of the strong, I am the strength, divorced from lust and passion; in beings I  am desire undivorced from righteousness.   ",0.26748595,0.35568163,0.8429308
95,7,24," He who dedicates his actions to the Spirit, without any personal attachment to them, he is no more tainted by sin than the water lily is wetted by water. ","The yogīs, with their bodies, minds, intelligence and the senses alone perform their duties for the sake of self-realization. .",". The states of sattva, rajas, and tamas come from me, but I am not in them. ","  Know that all the manifestations of the three gunas, sattva, rajas, and tamas,  proceed from none but Me; yet I am not in them; they are in Me.   ",0.35550612,0.39040858,0.701609
96,7,25," The sage performs his action dispassionately, using his body, mind and intellect, and even his senses, always as a means of purification. ",A person who is engaged in the fruits of his actions and gives up the fruits of his actions and attains peace and is bound by the desires of the desires of the desires of the self.  ," These three gunas deceive the world: people fail to look beyond them to me, supreme and imperishable. ","  Befogged by these manifestations of the three gunas, the entire world fails to  recognize Me, the imperishable, as transcending them.    ",0.23839602,0.22310081,0.7963531
97,7,26," Having abandoned the fruit of action, he wins eternal peace. Others unacquainted with spirituality, led by desire and clinging to the benefit which they think will follow their actions, become entangled in them. ","Having renounced all the activities of the Lord, the embodied soul does not perform the rituals of happiness in the nine gates of the city.  "," The three gunas make up my divine maya, difficult to overcome. But they cross over this maya who take refuge in me. ",  For this My divine delusive mystery made up of the three gunas is hard to  pierce; but those who make Me their sole refuge pierce the veil.   ,0.2977615,0.19506773,0.64096296
98,7,27," Mentally renouncing all actions, the self-controlled soul enjoys bliss in this body, the city of the nine gates, neither doing anything himself nor causing anything to be done. ","The Supreme Personality of Godhead, the Supreme Personality of Godhead, creates the fruits of His activities, His activities, His transcendental nature.  "," Others are deluded by maya; performing evil deeds, they have no devotion to me. Having lost all discrimination, they follow the way of their lower nature. ","  The deluded evil-doers, lowest of men, do not see refuge in Me; for, by  reason of this delusive mystery, they are bereft of knowledge and given to  devilish ways.   ",0.2807724,0.3350038,0.5473409
99,7,28," The Lord of this universe has not ordained activity, or any incentive thereto, or any relation between an act and its consequences. All this is the work of Nature. ",The almighty almighty does not commit any sinful acts of any kind of sin  ,"  Good people come to worship me for different reasons. Some come to the spiritual life because of suffering, some in order to understand life; some come through a desire to achieve lifes purpose, and some come who are men and women of wisdom. ","  Four types of well-doers are devoted to Me, O Arjuna; they are, O  Arjuna, the afflicted, the spiritual seeker, the material seeker, and the  enlightened.   ",0.2095322,0.15690635,0.3701143
100,7,29, The Lord does not accept responsibility for any man’s sin or merit. Men are deluded because in them wisdom is submerged in ignorance. ,"By knowledge, however, the knowledge of the self is destroyed by the knowledge of those who have been destroyed by the self.  "," Unwavering in devotion, always united with me, the man or woman of wisdom surpasses all the others. To them I am the dearest beloved, and they are very dear to me. ","  Of these the enlightened, ever attached to Me in single-minded devotion, is  the best; for to the enlightened I am exceedingly dear and he is dear to Me.   ",0.23251286,0.33848065,0.73647434
101,7,30," Surely wisdom is like the sun, revealing the supreme truth to those whose ignorance is dispelled by the wisdom of the Self. ","Those who are intelligent and who are devoted to the Supreme Personality of Godhead, who are devoted to Him, attain to the rebirth of the Self. ."," All those who follow the spiritual path are blessed. But the wise who are always established in union, for whom there is no higher goal than me, may be regarded as my very Self. ","  All these are estimable indeed, but the enlightened I hold to be My very self;  for he, the true yogi, is stayed on Me alone, the supreme goal.   ",0.43425828,0.46971753,0.5325566
102,8,1,"  After many births the wise seek refuge in me, seeing me everywhere and in everything. Such great souls are very rare. ","  Of these the enlightened, ever attached to Me in single-minded devotion, is  the best; for to the enlightened I am exceedingly dear and he is dear to Me.   "," The sinner, the ignorant, the vile, deprived of spiritual perception by the glamour of Illusion, and he who pursues a godless life – none of them shall find Me. ","The entire universe is deluded by these three modes of nature, which is deluded by these three modes of nature.   ",0.31645262,0.30543044,0.3556171
103,8,2," There are others whose discrimination is misled by many desires. Following their own nature, they worship lower gods, practicing various rites. ","  All these are estimable indeed, but the enlightened I hold to be My very self;  for he, the true yogi, is stayed on Me alone, the supreme goal.   "," O Arjuna! The righteous who worship Me are grouped by stages: first, they who suffer, next they who desire knowledge, then they who thirst after truth, and lastly they who attain wisdom. ","My illusory energy is insurmountable to me, for those who take refuge in Me alone, the illusory energy of Me alone, protect me.   ",0.1859169,0.46639544,0.29507893
104,8,3,"  When a person is devoted to something with complete faith, I unify his faith in that. ",  At the end of many births the enlightened man finds refuge in Me; rare  indeed is this great soul to whom ‘Vasudeva is all'.   ," Of all of these, he who has gained wisdom, who meditates on Me without ceasing, devoting himself only to Me, he is the best; for by the wise man I am exceedingly beloved and the wise man, too, is beloved by Me. ","Those who are fools and who have taken away their knowledge of the demons, who have taken refuge in the demoniac nature, do not take refuge in Me.   ",0.3133444,0.36641482,0.41958904
105,8,4," Then, when faith is completely unified, one gains the object of devotion. In this way, every desire is fulfilled by me. ","  Men, bereft of knowledge by reason of various longings, seek refuge in  other gods, pinning their faith on diverse rites, guided by their own nature.   "," Noble-minded are they all, but the wise man I hold as my own Self; for he, remaining always at peace with Me, makes me his final goal. ","O Arjuna, O best of the Bhāratas, I am in distress, inquisitive and seeking wealth.   ",0.2645012,0.28113437,0.30061287
106,8,5, Those whose understanding is small attain only transient satisfaction: those who worship the gods go to the gods. But my devotees come to me. ,"  Whatever form one desires to worship in faith and devotion, in that very  form I make that faith of his secure.   "," After many lives, at last the wise man realises Me as I am. A man so enlightened that he sees God everywhere is very difficult to find. ",The wise are ever engaged in devotional service and one is the most dear to the wise. I am very dear to the wise. He is dear to Me. .,0.4968038,0.43211406,0.48986208
107,8,6,"  Through lack of understanding, people believe that I, the Unmanifest, have entered into some form. They fail to realize my true nature, which transcends birth and death. ","  Possessed of that faith he seeks a propitiate that one, and obtains  there through his longings, dispensed in truth by none but Me.   "," They in whom wisdom is obscured by one desire or the other, worship the lesser Powers, practising many rites which vary according to their temperaments. ","All these are generous to Me, and I think that the self is self-controlled.   ",0.27033782,0.29113346,0.31890982
108,8,7," Few see through the veil of maya. The world, deluded, does not know that I am without birth and changeless. ","  But limited is the fruit that falls to those shortsighted ones; those who  worship the gods go to the gods, those who worship Me come unto Me.   "," But whatever the form of worship, if the devotee have faith, then upon his faith in that worship do I set My own seal. ","At the end of many births, the wise man attains Me. .",0.3978849,0.39766508,0.2946865
109,8,8," I know everything about the past, the present, and the future, Arjuna; but there is no one who knows me completely. ","  Not knowing My transcendent, imperishable, supreme character, the  undiscerning think Me who am unmanifest to have become manifest.   "," If he worships one form alone with real faith, then shall his desires be fulfilled through that only; for thus have I ordained. ","Those who have taken away their knowledge of the demigods, who have taken away their knowledge of the demigods, who are self-controlled by their own nature and who are self-regent in their own nature.   ",0.2966932,0.46725816,0.32174802
110,8,9," Delusion arises from the duality of attraction and aversion, Arjuna; every creature is deluded by these from birth. ","  Veiled by the delusive mystery created by My unique power, I am not  manifest to all; this bewildered world does not recognize Me, birthless and  changeless.   "," The fruit that comes to men of limited insight is, after all, finite. They who worship the Lower Powers attain them; but those who worship Me come unto Me alone. ",I shall establish the same body as a devotee of the Supreme Personality of Godhead with faith and worships Him with His faith.   ,0.22525057,0.34632802,0.3241522
111,8,10," But those who have freed themselves from all wrongdoing are firmly established in worship of me. Their actions are pure, and they are free from the delusion caused by the pairs of opposites. ","  I know, O Arjuna, all creatures past, present and to be; but no one knows  Me.     "," The ignorant think of Me, who am the Unmanifested Spirit, as if I were really in human form. They do not understand that My Superior Nature is changeless and most excellent. ","Endowed with that faith, he obtains the worship of the Lord and obtains the desires of the Supreme Personality of Godhead.   ",0.37159678,0.14718932,0.2534544
112,8,11,"  Those who take refuge in me, striving for liberation from old age and death, come to know Brahman, the Self, and the nature of all action. ","  All creatures in this universe are bewildered, O Arjuna, by virtue of the  delusion of the pairs of opposite sprung from likes and dislikes, O Arjuna.   "," I am not visible to all, for I am enveloped by the illusion of Phenomenon. This deluded world does not know Me as the Unborn and the Imperishable. ","The final rewards of these lowly persons are the same as the demigods who perform low intelligence and the demigods go to Me, and they attain Me.   ",0.46369472,0.33183217,0.33846653
113,8,12," Those who see me ruling the cosmos, who see me in the adhibhuta, the adhidaiva, and the adhiyajna, are conscious of me even at the time of death.","  But those virtuous men whose sin has come to an end, freed from delusion  and of the pairs of opposites, worship Me in steadfast faith.   "," I know, O Arjuna, all beings in the past, the present and the future; but they do not know Me. ","Those who are ignorant of the unmanifest incomplete person do not know Me, knowing that My transcendental nature is incomprehensible to Me.   ",0.43775177,0.33576307,0.537159
114,8,13,"  Hear, O Arjuna, how, with your mind rivetted on me, by practicing yoga and  making me the sole refuge, you shall, without doubt, know me fully.   ","  Those who endeavour for freedom from age and death by taking refuge in  Me, know in full that Brahman, Adhyatma and all Karma.   "," O brave Arjuna! Man lives in a fairy world, deceived by the glamour of opposite sensations, infatuated by desire and aversion. ","I am not illuminated by the illusory energy of all mystics. This foolish world does not recognize Me, the unborn and inexhaustible. .",0.432003,0.4677875,0.44953567
115,8,14,"  I will declare to you, in its entirety, this knowledge, combined with  discriminative knowledge, which when you have known there remains here  nothing more to be known.   ","  Those who know Me, including Adhibhuta, Adhidaiva, Adhiyajna,  possessed of even-mindedness, they know Me even at the time of passing away."," But those who act righteously, in whom sin has been destroyed, who are free from the infatuation of the conflicting emotions, they worship Me with firm resolution. ","O Arjuna, I know that I am the past and the future, and no one knows Me, and no one knows Me. .",0.3339687,0.5911169,0.18609065
116,8,15,  Among thousands of men hardly one strives after perfection; among those  who strive hardly one knows Me in truth.   ,"“Lord Shri Krishna said: Listen, O Arjuna! And I will tell you how you shall know Me in my Full perfection, practising meditation with your mind devoted to Me, and having Me for your refuge. "," Those who make Me their refuge, who strive for liberation from decay and Death, they realise the Supreme Spirit, which is their own real Self, and in which all action finds its consummation. ","O descendant of the enemy, by the delusion of duality arising from desire and hatred, all living entities are deluded in creation, O scorcher of enemies.   ",0.32895237,0.30747205,0.41124332
117,8,16,"  Earth, Water, Fire, Air, Ether, Mind, Reason and Ego—thus eightfold is my  prakriti divided.   "," I will reveal to this knowledge unto you, and how it may be realised; which, once accomplished, there remains nothing else worth having in this life. "," Those who see Me in the life of the world, in the universal sacrifice, and as pure Divinity, keeping their minds steady, they live in Me, even in the crucial hour of death.” ",Those who are free from the delusion of duality and who are deluded by the delusion of duality and who are deluded by the dualities of their pious activities .,0.41074678,0.3105374,0.4778301
118,8,17,"  This is My lower aspect; but know you My other aspect, the higher—which  is Jiva (the Vital Essence) by which, O Arjuna, this world is sustained.   "," Among thousands of men scarcely one strives for perfection, and even amongst those who gain occult powers, perhaps but one knows me in truth. ","The Supreme Personality of Godhead said: O son of Pṛthā, please hear from Me as I am attached to Me, O son of Pṛthā.   ",Those who strive for the liberation from old age and death and strive for the Absolute Truth know that all that is spiritual and all other activities. .,0.44735548,0.42705393,0.31689632
119,8,18,  Know that these two compose the source from which all beings spring; I am  the origin and end of the entire universe.   ," Earth, water, fire, air, ether, mind, intellect and personality; this is the eightfold division of My Manifested Nature. ","I shall now explain to you in detail about the knowledge of the Vedas, which are known to you in detail.   ","Those who know Me as the Supreme Personality of Godhead, the Supreme Personality of Godhead, the Supreme Personality of Godhead, who know Me as the Supreme Personality of Godhead. .",0.4783597,0.46065634,0.35719585
120,8,19,"  There is nothing higher than I, O Arjuna; all this is strung on Me as a  row of gems upon a thread.   "," This is My inferior Nature; but distinct from this, O Valiant One, know you that my Superior Nature is the very Life which sustains the universe. ","Someone in the thousands of human beings strives for perfection, and some of the perfected persons know Me in fact.   "," ARJUNA:  O Krishna, what is Brahman, and what is the nature of action? What is the adhyatma, the adhibhuta, the adhidaiva? ",0.44613692,0.32017505,0.1688516
121,8,20,"  In water I am the savour, O Arjuna; in the sun and the moon I am the light;  the syllable AUM in all the Vedas; the sound in ether, and manliness in men.   ", It is the womb of all being; for I am He by Whom the worlds were created and shall be dissolved. ,"The earth, water, fire, air, sky and intelligence are divided into eight parts, namely, egoism and egoism. ."," What is the adhiyajna, the supreme sacrifice, and how is it to be offered? How are the self-controlled united with you at the time of death? ",0.3235976,0.31256485,0.27611476
122,8,21,  I am the sweet fragrance in earth; the brilliance in fire; the life in all beings;  and the austerity in ascetics.   , O Arjuna! There is nothing higher than Me; all is strung upon Me as rows of pearls upon a thread. ,"O mighty-armed one, know that this universe is the ultimate nature of myself, the living entity, the living entity, the living entity and the living entity.   ","  KRISHNA:  My highest nature, the imperishable Brahman, gives every creature its existence and lives in every creature as the adhyatma. My action is creation and the bringing forth of creatures. ",0.5074833,0.5310577,0.5429525
123,8,22,"  Know Me, O Arjuna, to be the primeval seed of all beings; I am the reason of  rational beings and the splendour of the splendid.   "," O Arjuna! I am the Fluidity in water, the Light in the sun and in the moon. I am the mystic syllable Om in the Vedic scriptures, the Sound in ether, the Virility in man. ","Please understand that all living entities are the sources of all living entities, and I am the source of all living entities and dissolution.   "," The adhibhuta is the perishable body; the adhidaiva is Purusha, eternal spirit. The adhiyajna, the supreme sacrifice, is made to me as the Lord within you. ",0.3824489,0.42851764,0.33940092
124,8,23,"  Of the strong, I am the strength, divorced from lust and passion; in beings I  am desire undivorced from righteousness.   "," I am the Fragrance of earth, the Brilliance of fire. I am the Life Force in all beings, and I am the Austerity of the ascetics. ","O Arjuna there is nothing better than Me, O Arjuna, for all this is strung in the thread like clusters of gems.   ",  Those who remember me at the time of death will come to me. Do not doubt this. ,0.24039383,0.37582758,0.28014573
125,8,24,"  Know that all the manifestations of the three gunas, sattva, rajas, and tamas,  proceed from none but Me; yet I am not in them; they are in Me.   "," Know, O Arjuna, that I am the eternal Seed of being; I am the Intelligence of the intelligent, the Splendour of the resplendent. ","O son of Kunti, I am the radiance in the waters, and I am the light of the moon, the sun and the sun.   ", Whatever occupies the mind at the time of death determines the destination of the dying; always they will tend toward that state of being. ,0.30827773,0.248168,0.17445214
126,8,25,"  Befogged by these manifestations of the three gunas, the entire world fails to  recognize Me, the imperishable, as transcending them.    "," I am the Strength of the strong, of them who are free from attachment and desire; and, O Arjuna, I am the Desire for righteousness. ",I am pious and fragrance on the earth and I am the effulgence of fire and I am the life of all living beings and I am the austerities of all living beings. .," Therefore, remember me at all times and fight on. With your heart and mind intent on me, you will surely come to me. ",0.3174672,0.43136078,0.43062484
127,8,26,  For this My divine delusive mystery made up of the three gunas is hard to  pierce; but those who make Me their sole refuge pierce the veil.   ," Whatever be the nature of their life, whether it be pure or passionate or ignorant, they are all derived from Me. They are in Me, but I am not in them. ","O son of Pṛthā, know Me to be the eternal seed of all living entities. ."," When you make your mind one-pointed through regular practice of meditation, you will find the supreme glory of the Lord. ",0.3713864,0.3211794,0.40993246
128,8,27,"  The deluded evil-doers, lowest of men, do not see refuge in Me; for, by  reason of this delusive mystery, they are bereft of knowledge and given to  devilish ways.   "," The inhabitants of the world, misled by those natures which the Qualities have engendered, know not that I am higher than them all, and that I do not change. ",O best of the Bharatas I am the strength of the strong and devoid of lust and passion for all living entities. .," The Lord is the supreme poet, the first cause, the sovereign ruler, subtler than the tiniest particle, the support of all, inconceivable, bright as the sun, beyond darkness. ",0.42304748,0.5208629,0.3764285
129,8,28,"  Four types of well-doers are devoted to Me, O Arjuna; they are, O  Arjuna, the afflicted, the spiritual seeker, the material seeker, and the  enlightened.   "," Verily, this Divine Illusion of Phenomenon manifesting itself in the Qualities is difficult to surmount. Only they who devote themselves to Me and to Me alone can accomplish it. ","I am not in Me, but I am not in Me.   "," Remembering him in this way at the time of death, through devotion and the power of meditation, with your mind completely stilled and your concentration fixed in the center of spiritual awareness between the eyebrows, you will realize the supreme Lord. ",0.28293118,0.48851627,0.16971055
130,9,1,"The entire universe is deluded by these three modes of nature, which is deluded by these three modes of nature.   ",  Those who understand the cosmic laws know that the Day of Brahma ends after a thousand yugas and the Night of Brahma ends after a thousand yugas. ,"  Now I will tell you, Arjuna, the conditions which determine the  exemption from return, as also the return, of yogins after they pass away hence.   ",Arjuna said: What is that Absolute Truth? What is the Absolute Truth? What is the action of the Supreme Personality of Godhead? What is the Supreme Personality of Godhead?   ,0.39082938,0.23914969,0.26440883
131,9,2,"My illusory energy is insurmountable to me, for those who take refuge in Me alone, the illusory energy of Me alone, protect me.   "," When the day of Brahma dawns, forms are brought forth from the Unmanifest; when the night of Brahma comes, these forms merge in the Formless again. ","  Fire, Light, Day, the Bright Fortnight, the six months of the Northern  Solstice—through these departing men knowing Brahman go to Brahman.   ","O Madhusūda, how can you be understood by the self-realized souls?   ",0.39077967,0.35037583,0.35318583
132,9,3,"Those who are fools and who have taken away their knowledge of the demons, who have taken refuge in the demoniac nature, do not take refuge in Me.   ", This multitude of beings is created and destroyed again and again in the succeeding days and nights of Brahma. ,"  Smoke, Night, the Dark Fortnight, the six months of the Southern  Solstice—There through the yogin attains to the lunar light and from there returns.    ","The Supreme Personality of Godhead, the Supreme Personality of Godhead, has described the imperishable Absolute Truth, the Supreme Absolute Truth, the Supreme Self.   ",0.326019,0.33932954,0.19546929
133,9,4,"O Arjuna, O best of the Bhāratas, I am in distress, inquisitive and seeking wealth.   "," But beyond this formless state there is another, unmanifested reality, which is eternal and is not dissolved when the cosmos is destroyed. ","  These two paths—bright and dark—are deemed to be the eternal paths of  the world; by the one a man goes to return not, by the other he returns again.   ","O best of all living entities, I am the supernatural, the mode of goodness, the Supreme Personality of Godhead, the Supreme Personality of Godhead. .",0.27634153,0.381324,0.22445187
134,9,5,The wise are ever engaged in devotional service and one is the most dear to the wise. I am very dear to the wise. He is dear to Me. .," Those who realize lifes supreme goal know that I am unmanifested and unchanging. Having come home to me, they never return to separate existence. ","  The Yogin knowing these two paths falls not into delusion, O Arjuna;  therefore, at all times, O Arjuna, remain steadfast in yoga.   ","At the end of time, one who remembers Me alone, reminds me of My body, will undoubtedly go to My body.   ",0.38407362,0.56344754,0.35307652
135,9,6,"All these are generous to Me, and I think that the self is self-controlled.   "," This supreme Lord who pervades all existence, the true Self of all creatures, may be realized through undivided love. ","  Whatever fruit of good deeds is laid down as accruing from (a study of) the  Vedas, from sacrifices, austerities, and acts of charity—all that the yogin  transcends, on knowing this, and reaches the Supreme and Primal Abode.","O son of Kunti, one should always think of whatever body is remembrance and at the end of the body.   ",0.2608741,0.2041314,0.2540391
136,9,7,"At the end of many births, the wise man attains Me. ."," There are two paths, Arjuna, which the soul may follow at the time of death. One leads to rebirth and the other to liberation. ","“Arjuna asked: O Lord of Lords! What is that which men call the Supreme Spirit, what is man’s Spiritual Nature, and what is the Law? What is Matter and what is Divinity? ","Therefore, at all times, remember Me and fight Me. You will undoubtedly come to Me with your mind and intelligence.   ",0.39105037,0.2448599,0.31586623
137,9,8,"Those who have taken away their knowledge of the demigods, who have taken away their knowledge of the demigods, who are self-controlled by their own nature and who are self-regent in their own nature.   "," The six months of the northern path of the sun, the path of light, of fire, of day, of the bright fortnight, leads knowers of Brahman to the supreme goal. ", Who is it who rules the spirit sacrifice in many; and at the time of death how may those who have learned self-control come to the knowledge of You? ,A person who is engaged in the practice of practice and who does not move away from any other governance attains the divine Supreme Person as the Supreme Personality of Godhead   ,0.48467824,0.3466084,0.54615057
138,9,9,I shall establish the same body as a devotee of the Supreme Personality of Godhead with faith and worships Him with His faith.   ," The six months of the southern path of the sun, the path of smoke, of night, of the dark fortnight, leads other souls to the light of the moon and to rebirth. "," The Lord Shri Krishna replied: The Supreme Spirit is the Highest Imperishable Self, and Its Nature is spiritual consciousness. The worlds have been created and are supported by an emanation from the Spirit which is called the Law. ","The Supreme Personality of Godhead, who is the source of all darkness, is the source of all darkness, the Supreme Personality of Godhead, who has disciplined the Purāṇas, who has disciplined himself, and who is the source of all darkness. .",0.31736267,0.3827735,0.5123961
139,9,10,"Endowed with that faith, he obtains the worship of the Lord and obtains the desires of the Supreme Personality of Godhead.   ","  These two paths, the light and the dark, are said to be eternal, leading some to liberation and others to rebirth. "," Matter consists of the forms that perish; Divinity is the Supreme Self; and He who inspires the spirit of sacrifice in man, O noblest of your race, is I Myself, Who now stand in human form before you. ","At the time of departure, the mind is engaged in devotional service and by the power of yoga, and in the middle of the eyebrows, the Supreme Personality of Godhead attains the Supreme Personality of Godhead. .",0.32781476,0.40440136,0.39233693
140,9,11,"The final rewards of these lowly persons are the same as the demigods who perform low intelligence and the demigods go to Me, and they attain Me.   "," Once you have known these two paths, Arjuna, you can never be deluded again. Attain this knowledge through perseverance in yoga. "," Whosoever at the time of death thinks only of Me, and thinking thus leaves the body and goes forth, assuredly he will know Me. ","I shall now describe to you the syllables of the Vedas, which are devoid of these syllables, and whatever they are devoid of others, and who are free from attachment to the Supreme Personality of Godhead. .",0.32100785,0.360744,0.32635665
141,9,12,"Those who are ignorant of the unmanifest incomplete person do not know Me, knowing that My transcendental nature is incomprehensible to Me.   "," There is merit in studying the scriptures, in selfless service, austerity, and giving, but the practice of meditation carries you beyond all these to the supreme abode of the highest Lord. "," On whatever sphere of being the mind of a man may be intent at the time of death, towards that place he will go. ","Having restrained all the gates of the mind, one should restrain the mind and fixed the life-force in the form of the Supreme Personality of Godhead.   ",0.3634355,0.43842444,0.42015645
142,9,13,"I am not illuminated by the illusory energy of all mystics. This foolish world does not recognize Me, the unborn and inexhaustible. .","  What is that Brahman? What is Adhyatma? What Karma, O Krishna?  What is called Adhibhuta? And what Adhidaiva?   "," Therefore meditate always on Me, and fight; if your mind and your reason be fixed on Me, to Me shall you surely come. ","One who chants the mantra 'Om' is the one-syllable Brahma, remembering Me, and he who goes away, leaving the body, goes to the supreme destination.   ",0.4068896,0.45517284,0.53481734
143,9,14,"O Arjuna, I know that I am the past and the future, and no one knows Me, and no one knows Me. .",  And who here in this body is Adhiyajna and how? And how at the time of  death are You to be known by the self-controlled?  The Lord Said:   ," He whose mind does not wander, and who is engaged in constant meditation, attains the Supreme Spirit. ","O son of Pṛthā, I am easily attainable by the ever-contained yogī who constantly remembers Me with His mind and who always remembers Me.   ",0.47697556,0.39056242,0.5261209
144,9,15,"O descendant of the enemy, by the delusion of duality arising from desire and hatred, all living entities are deluded in creation, O scorcher of enemies.   ","  The Supreme, the Imperishable is Brahman; its manifestation is Adhyatma;  the creative process whereby all beings are created is called Karma.   "," Whoso meditates on the Omniscient, the Ancient, more minute than the atom, yet the Ruler and Upholder of all, Unimaginable, Brilliant like the Sun, Beyond the reach of darkness; ","The great souls who have attained Me again attain to the eternal abode of suffering, and the great souls have attained supreme perfection.   ",0.45053923,0.46927422,0.4561091
145,9,16,Those who are free from the delusion of duality and who are deluded by the delusion of duality and who are deluded by the dualities of their pious activities .,"  Adhibhuta is My perishable form; Adhidaivata is the individual self in that  form; and O best among the embodied, Adhiyajna am I in this body, purified by  sacrifice.   "," He who leaves the body with mind unmoved and filled with devotion, by the power of his meditation gathering between his eyebrows his whole vital energy, attains the Supreme. ","O Arjuna, O son of Kunti, I have come to Me again and again, O son of Kunti.   ",0.17651097,0.4069618,0.3782184
146,9,17,Those who strive for the liberation from old age and death and strive for the Absolute Truth know that all that is spiritual and all other activities. .,"  And he who, at the last hour remembering Me only, departs leaving the  body, enters into Me; of that there is no doubt.   "," Now I will speak briefly of the imperishable goal, proclaimed by those versed in the scriptures, which the mystic attains when free from passion, and for which he is content to undergo the vow of continence. ","After a thousand yugas, the brāhmaṇas know that the time for a thousand nights is the end of a thousand yugas. .",0.31731504,0.36502647,0.32003754
147,9,18,"Those who know Me as the Supreme Personality of Godhead, the Supreme Personality of Godhead, the Supreme Personality of Godhead, who know Me as the Supreme Personality of Godhead. .","  Or whatever form a man continually contemplates, that same he remembers  in the hour of death, and to that very form he goes, O Arjuna.   "," Closing the gates of the body, drawing the forces of his mind into the heart and by the power of meditation concentrating his vital energy in the brain; ","From the unmanifest, all the manifestations of the universe arise in the arrival of the day when the night comes.   ",0.27731767,0.3431677,0.27297714
148,9,19," ARJUNA:  O Krishna, what is Brahman, and what is the nature of action? What is the adhyatma, the adhibhuta, the adhidaiva? ",  Therefore at all times remember Me and fight on; your mind and reason thus  on Me fixed you shall surely come to Me.   ," Repeating Om, the Symbol of Eternity, holding Me always in remembrance, he who thus leaves his body and goes forth reaches the Spirit Supreme. ","O son of Pṛthā, when the night comes at night, the same group of living beings are dissolved. .",0.26342505,0.28638256,0.33501238
149,9,20," What is the adhiyajna, the supreme sacrifice, and how is it to be offered? How are the self-controlled united with you at the time of death? ","  With thought steadied by constant practice, and wandering nowhere, he who  meditates on the Supreme Celestial Being, O Arjuna, goes to Him.   "," To him who thinks constantly of Me, and of nothing else, to such an ever-faithful devotee, O Arjuna, am I ever accessible. ","Beyond that transcendental state of being, the unmanifest, unmanifest and eternal, is never destroyed in all living entities.   ",0.26246285,0.33356687,0.2636028
150,9,21,"  KRISHNA:  My highest nature, the imperishable Brahman, gives every creature its existence and lives in every creature as the adhyatma. My action is creation and the bringing forth of creatures. ","  Whoso, at the time of death, with unwavering mind, with devotion, and  fixing the breath rightly between the brows by the power of yoga, meditates on  the Sage, the Ancient, the Ruler, subtler than the subtlest, the Supporter of all,  the Inconceivable, glorious as the sun beyond the darkness,—he goes to that  Supreme Celestial Being.   "," Coming thus unto Me, these great souls go no more to the misery and death of earthly life, for they have gained perfection. ",The unmanifest and the unmanifest are called the supreme destination. That which they attain and never return to is My supreme abode.   ,0.2625447,0.34789464,0.4879775
151,9,22," The adhibhuta is the perishable body; the adhidaiva is Purusha, eternal spirit. The adhiyajna, the supreme sacrifice, is made to me as the Lord within you. ","  Whoso, at the time of death, with unwavering mind, with devotion, and  fixing the breath rightly between the brows by the power of yoga, meditates on  the Sage, the Ancient, the Ruler, subtler than the subtlest, the Supporter of all,  the Inconceivable, glorious as the sun beyond the darkness,—he goes to that  Supreme Celestial Being.  "," The worlds, with the whole realm of creation, come and go; but, O Arjuna, whoso comes to Me, for him there is nor rebirth. ","O son of Pṛthā, that Supreme Personality of Godhead, O son of Pṛthā, is attainable by devotion to Him.   ",0.41718853,0.43725693,0.39098597
